n,score,ratio,iterations,moves
77,174,"2.26",100000,"ccrcrtccrcrrrtccrrccrcrrtccrrrcrccrrrcrtrcrrccrrccrccrrrrttrrtrccrrrrcccrrcrrrrrcrtcrrccccrrrrcrccrcrrccrrccrrcrtcrrrrccrrrrrcrrcrrrrccrcrrccrcrcrcrrtcrrcrccrrrcrccrrccccrcrrrrcrtrrrcrrcrrcrtrrrccrrtrtrcrrrrtrrrttrtrrtrrttrrttrttrttrrtrtttrrrttrrtrtrttrtrrrrtttrrttrrttrttrttttrrrrrrrrrtttrrrrrtttttttrttrrtrrttrrtrtrrtttttttrtt"
78,175,"2.24",100000,"ccrcccrccrcrrrrcccrrccrcrrccrrrcrcrcrccrcrrcrtrcrcrrrccrrcrcrrrrrtcrcrcrtrrrcrrtcrcrrccrrrcrtcrrcrcrtrrrrrrtttcrcrcrrcccrrcrccrrcrrcrrrcrrrrrrtrttcrcrcrcrrcrcrrccrcrrcrtcrrcrrccrcrccrrrtccrrcrccrcrrrcrrrcrrtrrrrrrttrrtrrrrtrtrrrrrttttttrttttrrtrttrrtrtrrrtrrrrrttrrttrtttttrrrrtrtttrtttttttttrtrtrrrrrrtttrtttrrrrrrtttrttrtttrrtttt"
79,175,"2.22",100000,"ctccrcrccrcccrccrcrrrrrtrrttccrrcrtcrrcrrcrrcrtccrccrrrrtrrrtrcrrttrcrrcrccrrrccrrcrtrcrrtrccrrcccrrcrrcrrrcrccrrtrrcrcrrcrrccrrcccrrrrcrrrrttccrrcrcccrrcrcrrrccrrccrrtrrcrtcrrrcrrccrrrrcrtcrrcrcrcrcrrrrtrtrcrcrcrrtcrcrtrrrrrrttrrrrtrrtrrrrtrrrrrttrrrttttrttrrtrttttrtrtttttrttrtrttrtrrrrrrrttrrtrrrrrtrttttrrrttrttrtttrttrtttttttttt"
80,179,"2.24",100000,"cccrcccrcrrrcccccrcrrrccrrcccrrcrrcrrrrcrcrtrrcrtcrcrrrcrrrtcrccrrcrtrcrrrrtcrccrrcrrrcrtcrrcrccrccrcrrcrrcrtcrrrcrccccrcrrrrrrtcrrrcrrccccrrrrcrccrccrcrrcrrrrcrrrcrccrrcrtrcrccrrrcrrccrcrrrrcrrrcrcrtrrrtrrtttrrttrrrrtrtttrtrrrrrttrrtttrrtrrtrrrttttrrrrtrrrttrtrrrttrrrtrrrrttrrttttrtttrtrtrrtttttrtrtrtttrrrttrrtttttrrtrrrrttttrtttrrttttt"
81,183,"2.26",100000,"ctcccrcrcrcrcrrccrrcrcrtrcrcrrrcrcccrrrtcrrcrcrcrrccrrrrrcrrrccrrcccrccccrrrcrrrrtcrrcrrtcrrtcccrcrrrrrcrcrtrrcrrtccrcrcrrrtrrcrrrttccrcrrrcrcccrrrccrcrcrrcrrrcrtccrcrrrccrrtrrtrrrrrccrrtcrrcrccrcrcrrrcrrrrrcrrcrccrrrtrrtrtttrrtrrtrtrrrttrrrrtrrrrrttrrtrrttrrtrtrttttttrtrrtttrtttrrrttttrtrrrrtttrrrrtrrtrttrrrrttttrtrrtrrtttrttrrttttrrrtttttttt"
82,184,"2.24",100000,"ccccrccrrrcrcrcccrrcrrrcrccrccrccrrcrrrtrrtccccrcrrrrrcrrrcrcrcrrtrrtccrrccrrcrtrrcrrcrccrccrrrccrrrcrtrtrrcrrrcrrccrcrrrcccrcrrrcrrrtrtccrrrcrccrcrccrrrrrcrcccrrrrtcrcccrrrcccrrrcrcrrcccrrcrrcrtrrtrrrrcrrrcrcrrrtrrrtrrttrrrttrtttrtrtrrtttrrrtrrtrrrtrrtrrrrrttrrttttrtrrrrttrttrrtttttrrtttrtrrttttrtttrrrtttrtttrrrtrttrtrrrtrttrrtrttrtrtrrrtrtttttt"
83,187,"2.25",100000,"ccrcrcrtrrcccrccrrcrrcccrrcrrrcrtcrrcrcrrtcccrrrrcrtrtcrrrrrcrcrccrrrccrrrcrtrcrrccrrrrtcrtcrrcrrttrcrrrccrccccrccrcrcrrrrrcrcrrccrrtccrcrrrcrcrcrrcrrcrrrcrccrrrrccrcccrrrcrrrcccrrrccrrtrcrrrttrcrrtcrrrccrcrrccrcrrrrrcrrttrrtrtrrtrttrttrtrtrrrrttrrrrrttrtrrtrrrrttrrrttttrrrrrrrrttrtrtrrttrrrttttttrrttrrtttttttttrttrrrrrrttrtrtttrrrtrttrtttttrrtttrrttt"
84,191,"2.27",100000,"ccccrrrtccccrrrrcrtrrcrtrcrccrrrttrrrcrrcrcrcrcrtcrcrrcrcrrcrrrrcrtcrrcrrcrtcrrcrtcrrccrrrccrrrrrccrrrcrccrccrcrrrtrccrrcrrrtcrccrrrcrtcrrrtcrcrtcccrccccrrcrccrcrrrrcrrrrccrrcrrccrrrrrcrrrcrtrccrrcrcrrccccrrrrrcrtrrrtrrcrrtrcrccrrrttrrtrrtrtrtrrrrrttrrtrrrttrttrttrttrrrrrrttrrrrrtrrttrrtttrtttrtrrttrrrttrrrtrtrtrrrttrtrrrtrtttrrttttrtttrttttrttttrtrtrtttttt"
85,189,"2.22",100000,"ccccrcrrrcrcrtcrrrtcrrtcccrcrccrrcrcrrcrrrcrrcrtcrrcrcccrcrcrrcrrtrcrrrcrrccrrcccrrrtrcrrrcccrrcrrrccrrcccrcccrcrcrrrrrrcrtrcrrcrtrccccrrccrcrrrrccrccrrrccrrtrrrccrrcrrrrrccrcrrcrrccrcrrccrcrrtrcrcrrcrrrcrrrcrcrtrrrrrrrtttrttttrtrrrrrtrrttrrtrrtrrrtttttttrrrttrtrtttrrrtrtttrrrrrrttrrtrrttrtrrrttttrtrtrrrtrrtrrtrttrrtttrrrttrttrttrtttrrttttrrrrrtttrrtttttttt"
86,192,"2.23",100000,"cccrcrrccrccrrrtccrrrcrtccrcrrcrcrrcccrcrrcrrrrtttcccccrrrrcccrccrrrrcccrrrrrrcccrccrcrrcrrrccccrcrrcccrrcrcrcrrrrcrrrcrtrcrccrrtrrrcrcrrcrtrccrrcccrrrtrcrcrrrrcrccrcrrrrrccrrrrrcrtrtrcrrcrrcrrcccrrrrcrcrtrrrrccrrcrtrrcrtrrtrrrtrrtrrrrrtrrttttrrrtrtrtrttrtrrttrttrtrttrrrrtrrrttrrttttrrrtrrtrrtttrrrrtrtttttrtrrtrtrttrrrtrtrtrrrrttrtrtttttrrtttrttttttrtrttrttrrttt"
87,194,"2.23",100000,"ccrcrtrccrcrrccrcrrccrrcrcrcrcrtrrrrcrcccrrrccrcrrrcrrrttrccrcrrccrrcrrttcrccrrrcccrrcrcrrrcrrtrrrcrccrcrrrcrcrtrrccccrcrcrrcrrrccrrtrcrcrrrrrtrcrrcrrrcrrcrcrrttccrrcrrrcccrrcrrrcccrcrrcrrtrcccrcrcrrrccrcrrccrrcrrtcrcrrttrrrcrcrrrrrrrrtrrtrttrrrrtttrrrtrrrrtttrrrttrrttrttrrrtrtttttrtrrrtttrrttrrrrtrrtrrrtttttrtttttttrtrrtrtttrrtrtttrrtrrttttrtrrrttttrrtttrrrttrtrttt"
88,201,"2.28",100000,"ccrcrtccrccrcrccrcrcrrrccrcrrrrcrcrtrrtrtrcrrrcrtrtrrrrtttrrrtcrtrcrccrcccrrrrcrcrcrcrtcrrrrrcrrrcrcrccrrrtcrrrrcrrccrrrttcrrcrcrtcrrrrrrttrtccrcccrcrrcrccrcrrccrrcccrcrrccrcrcrrrrrcrrcrccrrcrcrtrrrrcrrccrcrrrrccrcrrrccrcrrrccrcrcrrtrrtrcrcrrcrrcrrttrrtrttrrrtrtrtrttrrrtrrrtrrtrrttrrtrrrrrtrrrtttrtrttrrttrrrrrtrrttttrrtttrttrrtrrtttrrrtttttrtrrttrtttrrtttrrtttrrtttrrrttttttt"
89,199,"2.24",100000,"cccrcrccrrrccrrtrtrccrcrcrcrrrrcrtrtrccrccrrcrcrcrrtcccrrrrccrrcrrrrtcrtcrrrttrcccrrrccrrrccccrrccrccrccccrcrrrccrrrrrcrcrccrrrrcrcrrrrcrtccrcrrcrcrrccccrrrrcrtcrccrrrrrcrcrtccrrrrrtcrrcrcrcrccrrrcrrcrrtrrrrcrrcrrtrrrrcccrrrcrrcrcrrttrrrttrrrtrtrtrrtrttrrrttrrtrrttrrtrttrrttrrrtrrrrrtrttrrttrrttrrtrtrrtttrttttrttrrtrrrrrtrrrrrrtrrtttttrrtrtrttrrttrttrtrtrttttttrttttttrtrtttt"
90,200,"2.22",100000,"cccccrcrrcrrccrccrrrccccrrcrrrcccrcrrcrrrtcrcccrrrtcrrcrrrcrrccrrrcrtrrcrcrrcrcrtrrccrrrrccrrtcrrtrtrrrrcrrcrtcrrrrcccrcrrcrrcrrrccrcrcrrrttrrcrcrccrrtccrrrrcrrtcccrrccccrrrcrrrcrccrccccrrrccrrcrrcrrrrrcrrccrcrcrcrrrtrcrcrrccrrtcrrrttrrrtrrrrrtrrttttrrtrrtrttttrrtrrrrrttrtrrrtrtrrttrrttrrttttrttrrtrrtttttrrrrttttrrrrrtrtrrttrtttrrtrttrrtrtrttttrrrttrrrtrtrttrtttttrrrrtttttttrtt"
91,204,"2.24",100000,"ccccrcrrcrcrrtccrrccrrtrcrrcrcrcrrcccrrrrcrtrcrrcrrcrcrcccrrrtcccrrrrcrrrtrcrcrrtrrrrcrtcrccrrcrrccrrrrcrrrtrcrccrrrrcccrrccccrcrccrrrrrrtrtrrcrcrtrcrccrccrrrrcccccrcrcrrrrrtrrrrrtrccrcccrrccrccrrrccrrrrtccrrcrcrrcrrrtrtcrcrcrrrccrrrcrccrrrtrttrrrtrtrrrtrtrrtrrtrttrtrtttttrrrrrttrtttrrttrrrrtrrrtrrttrrrtrttrtrtrrrtttrttrrrrtttrrttrttrtrtrtrrrttttrrrrrttrrrtrttrrttrttrttrttttttttrtttt"
92,206,"2.24",100000,"ctctcccrcccccrrrcccrccrrccrrcrrcccrrrcrcrrrrcrrtcrcrtrrrrttrcrtrrcrccrrcrcrrtcrrtrcccrccrcrrrrtrtrccrrrrrcrrrcrrrcccrcrcrccrrrcrrcrrrtccrrcrrcrccrcrrrrrtcccrrrcrcrcrtcrrcrrrcrrrttrrtcrtrrrrtrrcrrrtrccrrtrcrtrrrrcrrtccrcrcccrrrccrrccrrcrrcrrtccrrrcrcrcrrrcrrtrttrtrrtrrrttrtrtrrtrtrrttrrtttrtttrrrrtrrrrrrrtrrrrttttrtttrtrrrrttrtrtrrrtttrrrrtrttrtrrtrttttttrrttttrrrrrrtttrtrttrttrttttrttttt"
93,210,"2.26",100000,"ccrccrcccrrccrrrrtrcrcrtcccrcrcrrrrcrrccrcccrrrcrccrrcrcrcrrccrrtrcrrrrcrtrtcrrccrrrrtcrrttrrcrtrcrtrrcrrrrrcrrtccccccrrcrrcrcrrrccrrcccrrcrrrccrcrrccrcrrcrcrrcrtccrcrrrccrccrrcrrrccrrtrrrrtcccrrrtcrccrrrtrtrrrccrrrcrrcrcrcrrccrcrccrrrrrcrrrtrrrrcrrrrrrrttrtrtttrttttrtrrttrtrrrttrrttrrtrtttrtrrrrrtrtrrrtrrtrtttttrttrrtrtttrrrtttrrrrtttrrrrtrrtrrrtrrtttrrrrttrtttrrttrrrtrtttrttrttttttrrrtttrttt"
94,208,"2.21",100000,"ccrcccccrrrrrtrcrcrcrtrcrrcrcrrtrtrcrtcrccrrrrcrcrcrcrcrcccrcrccrcrccrcrrrcrcrrcrrcrcrcrtrcrrrccrrrrccrrrcrcrrrccccrrrrrccrrcrrtcrtrrrrcrrrcrrcrtrcrcrrcrrccrrtcccrcrrrcrrtrrcrcrtrrcrrrrcrrcccrcrrcrcrrccrcrcrcrrrtrcccccrrrcccrrrccccrrrcrrrrtrrrrrttrttrrrtrtrrrtrrtrtrrrrtrrrrrtttrrrtttrrttttttrtrrtttrttrttttrtrtrttrrttrtttrrrtrrtrtrtrrrtrrrttrtrrttttrttttrrrtrrtttttrrrrttttttrrtrtrttrtrttrtrtrtt"
95,213,"2.24",100000,"cccrccccrcrrccrrccccrrcrrrrrrttrccrrtrtrtcrrrcrccrrrcrtcrrrrcrtrtrccrrtrccrcccrrccrrrccrcrcrrrccrrcrrrcrrrrttrccrcrrrtcrrccrcrcrrcrcrccccrrcrcrrrrtcrrcrtrtrrrcrrccrcrcrccrrrrrtcrrrrcrcrcrccrccrrrrcccrrrrtccrrcrcrtrcrrcrrrtrrcrrcccccrrrrrrrcrccrrrtrrcrcrcrrttrrrrrttrrrrtrttrrrttrrtrttrttrrrttttrtttrtrrrrrrtttrtrrrrrttttrrtrrtrrtrrrtrttttrtttrrrrttttrtttrtrrtrrtrrrttrttrrtrttrrrttrrtttttrtrtrtrtttrtttt"
96,220,"2.29",100000,"ccccrrrcrtcrrccrccrrrccrrcrccrrtrrrrcrccrrrcrcrtcrrrcrrtcrtrcrcrcrcrrrcrrrrcrccccrrrccrcrcrrrtcrrrcrtrccrcrrrrrccccccrrcrrrrrrcrcrcrtcrcrcrrccrrrrtrrrcrtcrcrrcrtrcrccrcrrrrrrtcrccccrrcrrcrccrrcrrtrrcccrcrrrrcrcrtrccrcrrrccrrccrrcrrtcrtrrcrrrrcrcrrrcrcrcrrrtrrrttrrtrttrrrrrtttttttrrrtrrrtrtrttrrrttttttrrtttrrrrrrtrtrtrrtrtttrtrrtrrrttttrttrrrrrtttttrrtttrrtrrrrtrrtrttttrtttrrrrtrrtttrrrttrrtttrrttrrrttrttttttt"
97,216,"2.23",100000,"ccrcrcrccrcrccrccrcrcrcrrcrrrcrccrrtcrrrrrrcrcrcrcrcrtrrccrcrrrrrcrcrcrtccrrccrrrccrrcccccrcrrccrcrcrcrcrrrrrrrrcrcrcrtccrrrrcrrccrcrrrcrccrrcrtrrcrcccrrccrrrrrccrrrrrccccrrcccrrcrccrcrrcrrccrrrrtrcrtcrrccccrccrcrrrcrrrrcrtrrrrrttrrcrcrcrrrtttrrrtrtrtrrrrtrrtttrrrrrtrtrrtrttrrtttrtrrrtrrtrttrttrttrtrtrrtrrtttrrrrrttttttrrtrtrtrtttrrtttrrrtrrttttrrtrttrttrttrrrrtrrrtrttrrrrtrtttrrttttrttrttrtrrtrrttrrttttttt"
98,219,"2.23",100000,"ccrcrtcrcrcrcrrttrccccrcrrcccrccrrcrcrrcccrrrrrcrcrrcrrcrrccrcrrccrccrcrrrtcrrrtcrccrrcrcrrrtrrccrcrrcrrcrtrcrtrcrcrrcrcrccrrcrrrrcrcrrccrrccrrrccrrcccrrrcrtrrcrrrcrrtccrrrrtcrcrtrrcrtcrrcrrccccccrrcrrrrcrrcrrrrccrrrtrrrcrrcrtrccrcrrcrtrcccrrcrrrrrrttrcrccrrtrrrtrrrtrttrrrrrtrrrtrrtrtrrrrrrrtttrrrttrrtttttrttttrrrtttrrrrrtrrrttttttrtttttrttrttrrrttrrtrttttrtrrrrttrrrttrtttrrtrtrtrrtrtttttrttrtrtrrrrttttrrtrttttt"
99,221,"2.23",100000,"ccccrccrrrccrrrcrtrcrcrtcrrrrccrcrrccrcrcrrrcrcrcrtrrcrrcrccrcrrrrtccrrcrcrccrrtrrrrcrrcrcrcrtcccrcrccrrrcrrrrrcrtcccrccccrrrcrrcccrccrrrcrrccrcrrrrccrrrcrcrrrcrrccrccrrrrrrrcccccrrcrccrrccrrrrrcrcrrrtccrrcrcrcrccrrcrcrtrrrccrcrrrrcrcrcrrrcrrtrtrttrrrrrrrtttrrrrttttrrrtrtttrtrrrrtttrrrrttrtrtrttrtrrrrtrtrtrrtrrrtttrtttrrtrtrrrrttrrtrtrtttrrtrrttrtttrrtttrtttttrrttrttrtrtrrrrtrtttrttrttttrrttrrrrtrtrrtrrttrttrrtttttt"
100,228,"2.28",100000,"ccrccrrcrtrcrrtcrcrtrrrrccrrccrcrrcrcrcrcrcrtcrrcrrccrcrrrcrrcrrccrrrrcccrrcrrtcrrcrrcccrrrcrtrrrtrtcrtcrrrrrcrcrrcrcrtrrtcrcrrrrcrrrcrrcccccrrrrcrcrcrrcrrcccccrccrcrcrrrccrcrrrccccrrrcrcccrrrrrrtccrrcrcrrccrcrrcrcrtcrrrrccrrrrccrrrtcrrrrrtrrtrrcrcccrcrrccrrcrcrrtrrrrtrtttrrrtttrtrtrrrttrrrrrrtrttttrtrrrtrtttrttrtrtrrrtttttrtrrrrrrrtrtrtrtttttrtrrrrrrtrrtrrtrrttrrrttttrrtttrrrtrtrtttrtrttrttttrrrtttrtrttrttrttttrrrtrrtttrttt"
101,229,"2.27",100000,"cccrrccrcrrtrccrrccrrtcrrrcrrtcrtrrrccrrrccccrccrcrrrrcrrcrcrtrrcrcccrcrrrrtrrcrtrccrrcrrrrtcrtccrcrrcrrcrrrccrrtcrrtcrccrrrcrtrcrcrrrrccrrrcrccrrcrtrrrcccrcrccrcrrrrtrrcrcrrcrcrccrrrcrrrcrccrrrrttrcccrcrcrrrccrcrrrrrcrrccrrtcrrrtrrtcrccrcrrtcrcrccccrrccrrcrrrrrrrcrcrccrrtrrrtrtrrrrtrrttrtrrrrtrrtttrrrtrrttrrtrrrrrrrtrrttttrtrrrrrrrttttrtttttrrrrttrrtrrtttrtrrrtttrrtttttttrttttrttrtrrrttttrrttttrrtttrtrrrrrtttttrtrrrtrttrtttttt"
